created_at,field1,field2,field3
2026-04-08T19:09:52.858576,36.7790531380617,102.81871261258168,1313.0153639126315
2026-04-08T19:10:07.858576,12.528770085145446,103.20613631918928,3917.479138134848
2026-04-08T19:10:22.858576,15.344049767607643,98.2494228538097,2492.587316779685
2026-04-08T19:10:37.858576,25.06449398216607,97.48638976739886,3637.700052555877
2026-04-08T19:10:52.858576,-6.374260870769712,97.1639741311395,1560.994131795655
2026-04-08T19:11:07.858576,47.08808538722694,102.53137611423269,3959.009927176182
2026-04-08T19:11:22.858576,1.6255419120491297,90.54698075319988,2708.792641223333
2026-04-08T19:11:37.858576,18.281880881617028,109.23293220370516,3221.4666907604724
2026-04-08T19:11:52.858576,31.10174005333984,90.4784362603862,1403.4727372779284
2026-04-08T19:12:07.858576,15.596184513978692,93.44009255984184,3203.2651797864723
2026-04-08T19:12:22.858576,12.758280696218236,108.18944930980108,4806.067218868647
2026-04-08T19:12:37.858576,49.40684978563617,96.15562900744898,4058.286433600268
2026-04-08T19:12:52.858576,43.75548861674361,97.4065674683385,968.5692433348796
2026-04-08T19:13:07.858576,25.827540185187782,104.9764885962478,2940.543415681824
2026-04-08T19:13:22.858576,27.538407202814227,105.67698879588656,2208.5623386803704
2026-04-08T19:13:37.858576,-15.534559872434084,99.60043230380772,546.399437894652
2026-04-08T19:13:52.858576,4.155030554866031,102.8234945661734,4884.450575692053
2026-04-08T19:14:07.858576,-3.620153370571348,99.90586705132915,2753.8280730107654
2026-04-08T19:14:22.858576,-5.332752028355824,99.66312444783846,3607.7160452249664
2026-04-08T19:14:37.858576,43.21720391251817,105.4502670312694,3043.1204201198047
2026-04-08T19:14:52.858576,27.45592592337645,99.30396567464322,3408.155138300455
2026-04-08T19:15:07.858576,7.159127404056001,101.04639633059436,3799.80196868214
2026-04-08T19:15:22.858576,27.3529594566842,104.61265762949314,4372.440154268586
2026-04-08T19:15:37.858576,30.305615455488077,99.49917373488528,4101.0697451713895
2026-04-08T19:15:52.858576,22.806834933933864,99.85497817648168,2043.5615606926772
2026-04-08T19:16:07.858576,22.64685527374818,104.24248288311536,4800.960389956794
2026-04-08T19:16:22.858576,3.6176013637042246,94.08117676756444,945.0469111306128
2026-04-08T19:16:37.858576,43.77791997859761,100.43363167368136,1956.555387974672
