timestamp,location,latitude,longitude,elevation,crowd_load,temperature,pressure,vibration,stress,status
2025-01-01 00:00:00,Bridge_C,11.016848521627944,76.95588840688629,404.2446281689599,150,34.04232423312089,970.9175710147962,3.973314461989445,353.02024759150623,Warning
2025-01-01 01:00:00,Bridge_A,13.08186904988359,80.27217753008107,-0.6122897837178503,439,20.592594145619238,1009.945571585606,2.281584102754812,443.5602537422701,Warning
2025-01-01 02:00:00,Bridge_C,11.01707045682578,76.95465831088586,413.4093303085925,274,37.48108309934871,961.398699566225,0.8538413000166845,348.97981322246636,Normal
2025-01-01 03:00:00,Bridge_C,11.016749761890551,76.95560634054071,413.73632398688983,337,31.370879064390774,969.5682022457991,1.3360494774303704,446.42572137362504,Warning
2025-01-01 04:00:00,Bridge_A,13.082461051953134,80.2699831776794,8.744419176586822,75,21.12193165639802,1011.3354117438602,2.54556692593761,329.6565043753999,Warning
2025-01-01 05:00:00,Bridge_A,13.08179243633796,80.26883346338293,4.725221032231511,438,23.75733520493422,1015.3742007058904,0.7372695871306745,443.012680769208,Warning
2025-01-01 06:00:00,Bridge_C,11.016223228669432,76.95571731931416,410.3727286999855,219,37.45826125745497,963.2937455869978,3.0582783782300704,362.3012671897694,Warning
2025-01-01 07:00:00,Bridge_B,12.972355391225825,77.59447825249161,921.6393976207968,347,29.47803706984562,910.1848092279057,2.8287365327557294,464.1409054392061,Warning
2025-01-01 08:00:00,Bridge_C,11.017300917187624,76.95731344974324,411.42946503146663,443,21.480943211792166,966.0788623374815,3.5735115819112884,510.3015977911249,Warning
2025-01-01 09:00:00,Bridge_C,11.015822444755202,76.95643081168456,399.90349813626233,186,44.018135711108926,967.7498590832445,4.688523076896838,394.34038262954107,Warning
2025-01-01 10:00:00,Bridge_C,11.01689933230543,76.95477581317567,409.85100184712405,288,36.45375059450664,966.649412472013,4.561272805505778,429.17803370145805,Warning
2025-01-01 11:00:00,Bridge_C,11.017551387123373,76.95765409256633,406.74296782869845,402,43.71404497619388,961.4152751789177,4.730378090344157,509.44343363253677,Warning
2025-01-01 12:00:00,Bridge_A,13.081030594718879,80.27192103369553,6.87605709454256,27,27.813151360810295,1009.8586774640422,1.2235779851185047,195.461365526601,Normal
2025-01-01 13:00:00,Bridge_C,11.01734336019238,76.95638209770347,425.92629501301707,378,29.253010220751612,965.7350727962378,0.6578265331967731,455.1750550033649,Warning
2025-01-01 14:00:00,Bridge_B,12.970937376241055,77.59437351590115,921.8374083273716,179,41.938656485550574,903.0115751478835,1.5113835024822424,394.7367111246993,Warning
2025-01-01 15:00:00,Bridge_A,13.083270598668594,80.26974056076328,4.43235156913801,252,30.75148020736154,1006.5800627726446,4.475425863831573,361.81999059630226,Warning
2025-01-01 16:00:00,Bridge_B,12.970836740843458,77.59422779322392,924.6090075098863,125,36.21836735717001,911.4124412219376,4.860267373117441,368.0450943660879,Warning
